Image,Label 1 Description,Label 1 Score,Label 1 Topicality,Label 2 Description,Label 2 Score,Label 2 Topicality,Label 3 Description,Label 3 Score,Label 3 Topicality,Label 4 Description,Label 4 Score,Label 4 Topicality,Label 5 Description,Label 5 Score,Label 5 Topicality,Label 6 Description,Label 6 Score,Label 6 Topicality,Label 7 Description,Label 7 Score,Label 7 Topicality,Label 8 Description,Label 8 Score,Label 8 Topicality,Label 9 Description,Label 9 Score,Label 9 Topicality,Label 10 Description,Label 10 Score,Label 10 Topicality
all-over-print-large-tote-bag-w-pocket-red-inside-pocket-663bd47eeca2a.jpg,Rectangle,0.86248744,0.86248744,Gesture,0.83093345,0.83093345,Font,0.81957835,0.81957835,Material property,0.801203,0.801203,Electric blue,0.7320912,0.7320912,Bag,0.69639814,0.69639814,Sleeve,0.6739782,0.6739782,Paper,0.668405,0.668405,Brand,0.6643428,0.6643428,Logo,0.6592755,0.6592755
8141096b3de2e6425ec2039dfd2b086074970c362a7c2b4979fe8ea24af34135.jpg,Outerwear,0.9506189,0.9506189,Neck,0.87474537,0.87474537,Sleeve,0.8724505,0.8724505,Grey,0.8396729,0.8396729,T-shirt,0.8153732,0.8153732,Collar,0.812691,0.812691,Fashion design,0.7850566,0.7850566,Electric blue,0.7437714,0.7437714,Font,0.7308181,0.7308181,Pattern,0.7021661,0.7021661
all-over-print-gym-bag-white-front-65aac48fb125c.jpg,Footwear,0.9815167,0.9815167,Shoe,0.9535617,0.9535617,Luggage and bags,0.87842965,0.87842965,Sleeve,0.87244326,0.87244326,Bag,0.8565586,0.8565586,Gesture,0.85260487,0.85260487,Font,0.81328875,0.81328875,Waist,0.7832032,0.7832032,Travel,0.7412567,0.7412567,Electric blue,0.7217329,0.7217329
all-over-print-large-tote-bag-w-pocket-black-front-663be46c2542e.jpg,Product,0.9078456,0.9078456,Sleeve,0.8395335,0.8395335,Bag,0.8253028,0.8253028,Rectangle,0.80089146,0.80089146,geography cone,0.7718426,0.7718426,Natural material,0.76672167,0.76672167,Luggage and bags,0.75837046,0.75837046,Font,0.7564678,0.7564678,Shoulder bag,0.7559086,0.7559086,Pattern,0.74869114,0.74869114
premium-luster-photo-paper-poster-_in_-16x16-transparent-65846630795f8.jpg,Bird,0.95955276,0.95955276,Art,0.7767424,0.7767424,Tints and shades,0.76564896,0.76564896,Beak,0.75335157,0.75335157,Wing,0.6820791,0.6820791,Feather,0.678114,0.678114,Visual arts,0.66353595,0.66353595,Picture frame,0.6374813,0.6374813,Drawing,0.634632,0.634632,Accipitriformes,0.62962776,0.62962776
all-over-print-large-tote-bag-w-pocket-black-back-663bd9c0e068d.jpg,Fin,0.8290163,0.8290163,Art,0.8226826,0.8226826,Bag,0.7948605,0.7948605,Painting,0.7637466,0.7637466,Fish,0.76193494,0.76193494,Illustration,0.712852,0.712852,Luggage and bags,0.69540495,0.69540495,Drawing,0.6936041,0.6936041,Black rhinoceros,0.64613855,0.64613855,Tail,0.62569374,0.62569374
greeting-card-4x6-front-65b8f58164e15.jpg,Rectangle,0.86670685,0.86670685,Book,0.80198425,0.80198425,Font,0.78152966,0.78152966,Logo,0.68543816,0.68543816,Electric blue,0.6789107,0.6789107,Packaging and labeling,0.6785994,0.6785994,Brand,0.6670772,0.6670772,Publication,0.63664323,0.63664323,Paper product,0.6353831,0.6353831,Graphics,0.63389355,0.63389355
all-over-print-large-tote-bag-w-pocket-red-front-663be3299d6e3.jpg,Luggage and bags,0.92627937,0.92627937,Product,0.907451,0.907451,Bag,0.87112725,0.87112725,Shoulder bag,0.84249955,0.84249955,Rectangle,0.8355976,0.8355976,Handbag,0.8056706,0.8056706,Material property,0.8017037,0.8017037,Creative arts,0.7800626,0.7800626,Font,0.76072586,0.76072586,Pattern,0.7553821,0.7553821
white-ceramic-mug-with-color-inside-golden-yellow-11-oz-right-66411bb511099.jpg,Tableware,0.97083265,0.97083265,Drinkware,0.9500425,0.9500425,Plant,0.9491961,0.9491961,Dishware,0.93660384,0.93660384,Coffee cup,0.93227386,0.93227386,Cup,0.9102221,0.9102221,Product,0.9074529,0.9074529,Serveware,0.87677824,0.87677824,Porcelain,0.8427876,0.8427876,Font,0.82413375,0.82413375
all-over-print-large-tote-bag-w-pocket-yellow-inside-pocket-663bd9c0e0d17.jpg,Rectangle,0.8701214,0.8701214,Font,0.81773853,0.81773853,Material property,0.80167073,0.80167073,Electric blue,0.7436817,0.7436817,Bag,0.69678736,0.69678736,Sleeve,0.689567,0.689567,Paper,0.67151046,0.67151046,Logo,0.6648454,0.6648454,Fashion accessory,0.6619706,0.6619706,Pattern,0.6605353,0.6605353
enhanced-matte-paper-poster-with-hanger-_in_-black-12x12-front-657219f73af01.jpg,Human body,0.8858253,0.8858253,Sleeve,0.8696174,0.8696174,Art,0.8588736,0.8588736,Window,0.8509286,0.8509286,Painting,0.7895561,0.7895561,Tints and shades,0.7631817,0.7631817,Picture frame,0.72393745,0.72393745,House,0.7122153,0.7122153,Building,0.7084785,0.7084785,Illustration,0.6926402,0.6926402
premium-luster-photo-paper-framed-poster-_in_-red-oak-10x10-transparent-65717f5c5ba62.jpg,Flower,0.97206897,0.97206897,Plant,0.9525861,0.9525861,Petal,0.8979938,0.8979938,Paint,0.8666677,0.8666677,Sleeve,0.8661741,0.8661741,Orange,0.86482495,0.86482495,Painting,0.83694506,0.83694506,Art,0.83474237,0.83474237,Rectangle,0.73001295,0.73001295,Illustration,0.7157466,0.7157466
white-glossy-mug-white-11-oz-handle-on-right-65ce0ed802b26.jpg,Tableware,0.9703423,0.9703423,Drinkware,0.9467819,0.9467819,Coffee cup,0.9385046,0.9385046,Dishware,0.92736626,0.92736626,Cup,0.912098,0.912098,Product,0.90716976,0.90716976,Serveware,0.87176305,0.87176305,Rectangle,0.83619726,0.83619726,Porcelain,0.82790166,0.82790166,Teacup,0.8095452,0.8095452
premium-luster-photo-paper-poster-_in_-16x16-transparent-657b4c2232125.jpg,Rectangle,0.8764809,0.8764809,Natural landscape,0.8742622,0.8742622,Cloud,0.8383524,0.8383524,Tree,0.8375835,0.8375835,Atmospheric phenomenon,0.817465,0.817465,Art,0.7970096,0.7970096,Sky,0.7945755,0.7945755,Landscape,0.7798871,0.7798871,Tints and shades,0.77297026,0.77297026,Horizon,0.7434404,0.7434404
yoga-mat-white-front-66393fb22a9ce.jpg,Bicycle part,0.72956383,0.72956383,Auto part,0.71915156,0.71915156,Font,0.67772084,0.67772084,Rectangle,0.67606634,0.67606634,Fashion accessory,0.6679882,0.6679882,Metal,0.654567,0.654567,Bicycle fork,0.6285473,0.6285473,Titanium,0.624791,0.624791,Cable,0.61762,0.61762,Composite material,0.61081374,0.61081374
premium-luster-photo-paper-poster-_in_-12x12-transparent-658ac7b046b51.jpg,Bird,0.9093403,0.9093403,Plant,0.8743834,0.8743834,Art,0.80978537,0.80978537,Creative arts,0.7935773,0.7935773,Painting,0.73472226,0.73472226,Visual arts,0.6845964,0.6845964,Fruit,0.6714488,0.6714488,Event,0.6503469,0.6503469,Fish,0.6252807,0.6252807,Pollinator,0.6037319,0.6037319
premium-luster-photo-paper-poster-_in_-16x16-transparent-6584662d14608.jpg,Gesture,0.85260487,0.85260487,Art,0.7916326,0.7916326,Military person,0.73741317,0.73741317,Military uniform,0.71154565,0.71154565,Vintage clothing,0.7106236,0.7106236,Soldier,0.6902711,0.6902711,Wood,0.6818466,0.6818466,Rectangle,0.6770818,0.6770818,Visual arts,0.66896635,0.66896635,Room,0.65599424,0.65599424
all-over-print-case-for-airpods-white-airpods-gen1-left-back-66182f2ca7a2d.jpg,Font,0.8004639,0.8004639,Silver,0.7827704,0.7827704,Jewellery,0.72662693,0.72662693,Gas,0.71443164,0.71443164,Nickel,0.70705116,0.70705116,Body jewelry,0.6910952,0.6910952,Rectangle,0.6803337,0.6803337,Fashion accessory,0.67279226,0.67279226,Metal,0.6600338,0.6600338,Titanium,0.6332533,0.6332533
premium-luster-photo-paper-poster-_in_-12x12-transparent-6579f6bce72fe.jpg,Outerwear,0.9509511,0.9509511,Statue,0.8828178,0.8828178,Sculpture,0.8795021,0.8795021,Art,0.8444652,0.8444652,Wood,0.84027636,0.84027636,Creative arts,0.780566,0.780566,Artifact,0.77050984,0.77050984,Carving,0.69294405,0.69294405,Visual arts,0.6789898,0.6789898,Monument,0.66893846,0.66893846
premium-luster-photo-paper-poster-_in_-10x10-transparent-658405523bc09.jpg,Cheek,0.97938895,0.97938895,Paint,0.8409486,0.8409486,Art,0.8322084,0.8322084,Painting,0.82636523,0.82636523,Plant,0.8239307,0.8239307,Flower,0.7828315,0.7828315,Creative arts,0.76389784,0.76389784,Beauty,0.7544204,0.7544204,Illustration,0.7286677,0.7286677,Eyelash,0.72859293,0.72859293
35c0679e1f760680437f1d87ef70a260190fb3e2914cbb0fc7a04f545ebc3c23.jpg,Dress shirt,0.90094256,0.90094256,Neck,0.8823612,0.8823612,Dress,0.87914485,0.87914485,Sleeve,0.8724505,0.8724505,Polo shirt,0.85194653,0.85194653,Pink,0.84857315,0.84857315,Grey,0.8419409,0.8419409,Collar,0.8414411,0.8414411,T-shirt,0.8232588,0.8232588,Magenta,0.79090416,0.79090416
all-over-print-gym-bag-white-front-65aac48fb0015.jpg,Luggage and bags,0.9110565,0.9110565,Bag,0.88013643,0.88013643,Shoulder bag,0.841352,0.841352,Handbag,0.819499,0.819499,Font,0.78424996,0.78424996,Rectangle,0.69867694,0.69867694,Strap,0.68060017,0.68060017,Travel,0.6803173,0.6803173,Fashion accessory,0.675893,0.675893,Baggage,0.6581825,0.6581825
premium-luster-photo-paper-poster-_in_-10x10-transparent-6580a0efefc85.jpg,Art,0.8362065,0.8362065,Font,0.81865376,0.81865376,Rectangle,0.76369256,0.76369256,Eyelash,0.7453993,0.7453993,Visual arts,0.7027837,0.7027837,Paint,0.69997656,0.69997656,Illustration,0.6720566,0.6720566,Painting,0.6613169,0.6613169,Stock photography,0.6435468,0.6435468,Paper,0.6353494,0.6353494
premium-luster-photo-paper-poster-_in_-16x16-transparent-6583306d54925.jpg,Butterfly,0.9384754,0.9384754,Pollinator,0.91319895,0.91319895,Arthropod,0.8869919,0.8869919,Insect,0.87211853,0.87211853,Art,0.82552737,0.82552737,Painting,0.79316527,0.79316527,Moths and butterflies,0.7702522,0.7702522,Illustration,0.6885996,0.6885996,Visual arts,0.68080205,0.68080205,Room,0.6349887,0.6349887
black-glossy-mug-black-15-oz-front-6641163e2ed2a.jpg,Plant,0.95488447,0.95488447,Flower,0.95161396,0.95161396,Cylinder,0.8041047,0.8041047,Creative arts,0.79923165,0.79923165,Tints and shades,0.7693663,0.7693663,Circle,0.7217417,0.7217417,Glass,0.6943916,0.6943916,Metal,0.6900709,0.6900709,Pattern,0.6889147,0.6889147,Fashion accessory,0.675497,0.675497
all-over-print-large-tote-bag-w-pocket-red-front-663be25e4e75e.jpg,Fin,0.791957,0.791957,Fish,0.78312814,0.78312814,Art,0.77430874,0.77430874,Luggage and bags,0.7502036,0.7502036,Bag,0.715998,0.715998,Illustration,0.6999691,0.6999691,Creative arts,0.66357845,0.66357845,Rectangle,0.6544924,0.6544924,Painting,0.64660305,0.64660305,Drawing,0.6055761,0.6055761
yoga-mat-white-front-663e4d990e422.jpg,Smile,0.96430165,0.96430165,Arm,0.9451392,0.9451392,Sleeve,0.8724502,0.8724502,Waist,0.8643225,0.8643225,Knee,0.8503007,0.8503007,Thigh,0.8411896,0.8411896,Elbow,0.7414941,0.7414941,Human leg,0.74018323,0.74018323,Long hair,0.7337487,0.7337487,Fashion model,0.7330398,0.7330398
all-over-print-gym-bag-white-left-front-65aac48fb10e5.jpg,Shorts,0.9559981,0.9559981,Outerwear,0.95353943,0.95353943,Product,0.9072394,0.9072394,Luggage and bags,0.8996833,0.8996833,Bag,0.8829976,0.8829976,Sleeve,0.8724505,0.8724505,Gesture,0.85260487,0.85260487,Grey,0.8397338,0.8397338,Waist,0.83153087,0.83153087,T-shirt,0.81744164,0.81744164
premium-luster-photo-paper-poster-_in_-10x10-transparent-6571f55f7d7c9.jpg,Art,0.79707974,0.79707974,Cg artwork,0.7734388,0.7734388,Painting,0.74963325,0.74963325,Font,0.6819577,0.6819577,Graphics,0.6650584,0.6650584,Visual arts,0.6643536,0.6643536,Stock photography,0.6239204,0.6239204,Fictional character,0.62293625,0.62293625,Illustration,0.608224,0.608224,Mythology,0.60630375,0.60630375
premium-luster-photo-paper-poster-_in_-16x16-transparent-6579f4269202c.jpg,Umbrella,0.95434976,0.95434976,Flash photography,0.8753474,0.8753474,Sleeve,0.87149024,0.87149024,Hat,0.8261951,0.8261951,Black-and-white,0.8216575,0.8216575,Headgear,0.8126913,0.8126913,Art,0.7783821,0.7783821,Tints and shades,0.77308166,0.77308166,Font,0.75023144,0.75023144,Monochrome photography,0.7239723,0.7239723
premium-luster-photo-paper-poster-_in_-14x14-transparent-65e0fce6ab4d7.jpg,Shirt,0.94422054,0.94422054,Sleeve,0.8578963,0.8578963,T-shirt,0.82512206,0.82512206,Font,0.7837486,0.7837486,Event,0.68334174,0.68334174,Brand,0.6800385,0.6800385,Graphics,0.67089176,0.67089176,Publication,0.6704393,0.6704393,Advertising,0.6555518,0.6555518,Logo,0.616986,0.616986
premium-luster-photo-paper-poster-_in_-16x16-transparent-657b6dac7c359.jpg,Plant,0.95137405,0.95137405,Flower,0.8996526,0.8996526,Rectangle,0.8785382,0.8785382,Art,0.8392148,0.8392148,Terrestrial plant,0.83629,0.83629,Paint,0.8251369,0.8251369,Grass,0.77002,0.77002,Painting,0.7543623,0.7543623,Flowering plant,0.7409364,0.7409364,Tree,0.7409013,0.7409013
premium-luster-photo-paper-poster-_in_-12x12-transparent-657b6cb26650d.jpg,Flower,0.96981895,0.96981895,Plant,0.9464455,0.9464455,Rectangle,0.8695925,0.8695925,Paint,0.8250708,0.8250708,Art,0.8119067,0.8119067,Painting,0.7881983,0.7881983,Sky,0.7807924,0.7807924,Terrestrial plant,0.7680228,0.7680228,Tints and shades,0.76330113,0.76330113,Magenta,0.7481467,0.7481467
premium-luster-photo-paper-poster-_in_-12x12-transparent-65e1f06b7928b.jpg,Flower,0.97018003,0.97018003,Plant,0.9484693,0.9484693,Petal,0.8974623,0.8974623,Flower Arranging,0.76908493,0.76908493,Magenta,0.7585047,0.7585047,Font,0.7484649,0.7484649,Bouquet,0.74168146,0.74168146,Artificial flower,0.73946816,0.73946816,Eyelash,0.72738963,0.72738963,Cut flowers,0.71327966,0.71327966
yoga-mat-white-front-663e961505845.jpg,Smile,0.95349133,0.95349133,Arm,0.9432689,0.9432689,Leg,0.90977573,0.90977573,Active pants,0.8934509,0.8934509,Neck,0.87880754,0.87880754,Sleeve,0.8724382,0.8724382,Waist,0.86782986,0.86782986,Thigh,0.855616,0.855616,Gesture,0.85260487,0.85260487,Knee,0.85067874,0.85067874
all-over-print-large-tote-bag-w-pocket-black-inside-pocket-663bcf55030fd.jpg,Sleeve,0.8721584,0.8721584,Gesture,0.85260487,0.85260487,Font,0.82716244,0.82716244,Bag,0.8147951,0.8147951,Material property,0.80074966,0.80074966,Rectangle,0.7966287,0.7966287,Luggage and bags,0.778613,0.778613,Electric blue,0.7468968,0.7468968,Logo,0.69879985,0.69879985,Denim,0.6977626,0.6977626
premium-luster-photo-paper-poster-_in_-10x10-transparent-658075d60c001.jpg,Hat,0.92462194,0.92462194,Building,0.91707146,0.91707146,Sleeve,0.8697156,0.8697156,Sun hat,0.86714625,0.86714625,Gesture,0.85260487,0.85260487,Fedora,0.8314595,0.8314595,Headgear,0.83091676,0.83091676,Collar,0.8295473,0.8295473,Art,0.79525036,0.79525036,Window,0.79485065,0.79485065
all-over-print-large-tote-bag-w-pocket-black-back-663bd2246f684.jpg,Product,0.9072888,0.9072888,Rectangle,0.8770219,0.8770219,Orange,0.87415874,0.87415874,Bag,0.8143428,0.8143428,Material property,0.80018157,0.80018157,Font,0.7927952,0.7927952,Natural material,0.7775597,0.7775597,Jewellery,0.7641251,0.7641251,Body jewelry,0.76407415,0.76407415,Plant,0.74054754,0.74054754
all-over-print-large-tote-bag-w-pocket-yellow-front-663bd95246fc6.jpg,Head,0.9723091,0.9723091,Sleeve,0.8724417,0.8724417,Gesture,0.85260487,0.85260487,Art,0.81520665,0.81520665,Rectangle,0.78491867,0.78491867,Font,0.7504912,0.7504912,T-shirt,0.6998249,0.6998249,Tree,0.69593847,0.69593847,Painting,0.67810696,0.67810696,Waist,0.63191235,0.63191235
premium-luster-photo-paper-poster-_in_-14x14-transparent-65e0fc99ac0b3.jpg,Plant,0.87791145,0.87791145,Sleeve,0.8723546,0.8723546,Font,0.8315164,0.8315164,T-shirt,0.7004782,0.7004782,Brand,0.6699701,0.6699701,Advertising,0.66042835,0.66042835,Logo,0.65319335,0.65319335,Machine,0.647692,0.647692,Graphics,0.61631435,0.61631435,Thigh,0.5798092,0.5798092
premium-luster-photo-paper-poster-_in_-10x10-transparent-657b25f89bcfa.jpg,Cloud,0.9721952,0.9721952,Sky,0.96370226,0.96370226,Ecoregion,0.9271412,0.9271412,Light,0.9112369,0.9112369,Nature,0.90203273,0.90203273,Natural landscape,0.8894281,0.8894281,Lighting,0.86295617,0.86295617,Sunlight,0.8505279,0.8505279,Tree,0.8315393,0.8315393,Art,0.81341475,0.81341475
premium-luster-photo-paper-poster-_in_-10x10-transparent-6584543b82559.jpg,Headgear,0.81433654,0.81433654,Art,0.8073248,0.8073248,Font,0.7136233,0.7136233,Event,0.68211967,0.68211967,Visual arts,0.6790147,0.6790147,Sculpture,0.6697071,0.6697071,Exhibition,0.63570464,0.63570464,History,0.6288813,0.6288813,Art exhibition,0.6049253,0.6049253,Collection,0.58990467,0.58990467
premium-luster-photo-paper-poster-_in_-10x10-transparent-6584543de9a40.jpg,Bird,0.94950515,0.94950515,Beak,0.9018264,0.9018264,Nature,0.89999795,0.89999795,Branch,0.88008314,0.88008314,Rectangle,0.8635182,0.8635182,Organism,0.861324,0.861324,Feather,0.83559656,0.83559656,Twig,0.81964535,0.81964535,Art,0.802476,0.802476,Adaptation,0.79327726,0.79327726
sublimated-towel-white-30x60-flat-66392d1bd7f5f.jpg,Jaw,0.87662846,0.87662846,Bone,0.87464845,0.87464845,Sleeve,0.86714786,0.86714786,Skull,0.8402202,0.8402202,Font,0.8077572,0.8077572,Skeleton,0.74228555,0.74228555,Rectangle,0.6780991,0.6780991,Fashion accessory,0.6720717,0.6720717,Metal,0.6348669,0.6348669,Logo,0.6311559,0.6311559
greeting-card-4x6-front-65b09b3757609.jpg,Sleeve,0.86867136,0.86867136,Font,0.7775019,0.7775019,Tree,0.73930085,0.73930085,Circle,0.70064646,0.70064646,Logo,0.6966789,0.6966789,Packaging and labeling,0.68749464,0.68749464,Symbol,0.66293,0.66293,Electric blue,0.6625624,0.6625624,Brand,0.6495511,0.6495511,Paper product,0.634434,0.634434
all-over-print-large-tote-bag-w-pocket-red-inside-pocket-663bd4fde6253.jpg,Rectangle,0.86971277,0.86971277,Gesture,0.85174394,0.85174394,Sleeve,0.8342994,0.8342994,Font,0.8192511,0.8192511,Material property,0.80147594,0.80147594,Electric blue,0.73881865,0.73881865,Bag,0.6990025,0.6990025,Brand,0.67454135,0.67454135,Logo,0.67328995,0.67328995,Pattern,0.663805,0.663805
premium-luster-photo-paper-poster-_in_-12x12-transparent-658450e09a3aa.jpg,Picture frame,0.901174,0.901174,Jaw,0.8816456,0.8816456,Carnivore,0.83807135,0.83807135,Art,0.8197835,0.8197835,Painting,0.7766124,0.7766124,Roar,0.73031116,0.73031116,Smile,0.70860034,0.70860034,Fang,0.6901246,0.6901246,Visual arts,0.67594,0.67594,Metal,0.66972315,0.66972315
greeting-card-4x6-front-65b0181532d39.jpg,Art,0.77820563,0.77820563,Circle,0.7347503,0.7347503,Rectangle,0.72641754,0.72641754,Twig,0.6919133,0.6919133,Fashion accessory,0.6729219,0.6729219,Font,0.66618216,0.66618216,Graphics,0.6558159,0.6558159,Petal,0.6524699,0.6524699,Paper product,0.64272726,0.64272726,Pest,0.6238524,0.6238524
premium-luster-photo-paper-poster-_in_-16x16-transparent-658ac6975476a.jpg,Wood,0.8670586,0.8670586,Art,0.7396253,0.7396253,Window,0.6879105,0.6879105,Metal,0.6578861,0.6578861,Fashion design,0.65159655,0.65159655,Room,0.646082,0.646082,Comfort,0.62617815,0.62617815,Visual arts,0.6167556,0.6167556,Knee,0.61635494,0.61635494,Hardwood,0.60617536,0.60617536
premium-luster-photo-paper-poster-_in_-10x10-transparent-657734c4253a0.jpg,Bird,0.95969427,0.95969427,Art,0.8402145,0.8402145,Painting,0.7828061,0.7828061,Plant,0.77347577,0.77347577,Twig,0.7259082,0.7259082,Illustration,0.7047046,0.7047046,Fictional character,0.67733604,0.67733604,Visual arts,0.6731818,0.6731818,Perching bird,0.60719615,0.60719615,Graphics,0.5831439,0.5831439
premium-luster-photo-paper-poster-_in_-10x10-transparent-658466cb12363.jpg,Jeans,0.9775659,0.9775659,Leg,0.9184391,0.9184391,Beard,0.9179344,0.9179344,Flash photography,0.8669481,0.8669481,Happy,0.78990835,0.78990835,Facial hair,0.7801869,0.7801869,Travel,0.76697224,0.76697224,Sitting,0.7149951,0.7149951,Event,0.68977,0.68977,Boot,0.6650281,0.6650281
premium-luster-photo-paper-poster-_in_-18x18-transparent-65e1ed0e70214.jpg,Flower,0.9758882,0.9758882,Plant,0.92061764,0.92061764,Petal,0.9015278,0.9015278,Flower Arranging,0.82374454,0.82374454,Creative arts,0.8104045,0.8104045,Bouquet,0.79325557,0.79325557,Rose,0.7767641,0.7767641,Artificial flower,0.7564851,0.7564851,Art,0.7270322,0.7270322,Cut flowers,0.7222199,0.7222199
premium-luster-photo-paper-poster-_in_-10x10-transparent-657a11bca106c.jpg,Glasses,0.9775729,0.9775729,Sleeve,0.8724307,0.8724307,Flash photography,0.78639865,0.78639865,Tints and shades,0.76728934,0.76728934,Vintage clothing,0.6944751,0.6944751,Fashion design,0.689404,0.689404,Landscape,0.6687054,0.6687054,Sunglasses,0.66542417,0.66542417,Stock photography,0.6632241,0.6632241,Visual arts,0.65449595,0.65449595
d1197cd6e8a2f55681c523dfba195b2abe985d8cfba543c37384a2b813ef5892.jpg,Font,0.84391266,0.84391266,Parallel,0.78968877,0.78968877,Rectangle,0.68614924,0.68614924,Slope,0.6761112,0.6761112,Number,0.6408663,0.6408663,Diagram,0.61037856,0.61037856,Electric blue,0.5546834,0.5546834,Pattern,0.54017127,0.54017127,Triangle,0.53446364,0.53446364,Document,0.5287294,0.5287294
all-over-print-case-for-airpods-white-airpods-gen3-back-661829f8e0ec3.jpg,Cap,0.9153608,0.9153608,Helmet,0.9096866,0.9096866,Headgear,0.82867074,0.82867074,Font,0.7766591,0.7766591,Art,0.7616135,0.7616135,Sports gear,0.75579065,0.75579065,Eyelash,0.75005996,0.75005996,Personal protective equipment,0.74420506,0.74420506,Fashion accessory,0.6756867,0.6756867,Fictional character,0.6714169,0.6714169
premium-luster-photo-paper-poster-_in_-16x16-transparent-657b6afb95805.jpg,Picture frame,0.8789664,0.8789664,People in nature,0.85670483,0.85670483,Gesture,0.85260487,0.85260487,Cloud,0.843499,0.843499,Rectangle,0.8255125,0.8255125,Art,0.8153154,0.8153154,Sky,0.8073273,0.8073273,Landscape,0.7592885,0.7592885,Painting,0.70828456,0.70828456,Grassland,0.70605594,0.70605594
premium-luster-photo-paper-poster-_in_-14x14-transparent-65e1d2f60c0ae.jpg,Plant,0.95594287,0.95594287,Flower,0.9342706,0.9342706,Textile,0.8751311,0.8751311,Sleeve,0.87244993,0.87244993,Petal,0.86676383,0.86676383,Pattern,0.75450814,0.75450814,Tree,0.7027303,0.7027303,Floral design,0.698386,0.698386,Visual arts,0.683695,0.683695,Art,0.680021,0.680021
all-over-print-large-tote-bag-w-pocket-yellow-inside-pocket-663bd224715b9.jpg,Rectangle,0.8627336,0.8627336,Font,0.8218624,0.8218624,Material property,0.80206823,0.80206823,Electric blue,0.7421931,0.7421931,Paper,0.6769068,0.6769068,Fashion accessory,0.6617124,0.6617124,Logo,0.64896774,0.64896774,Advertising,0.64860415,0.64860415,Brand,0.6465698,0.6465698,Label,0.64516836,0.64516836
4b5599c4c679357e5932da325128643f5a3bd016cbfd52279704ae1f9ab6e6d6.jpg,Outerwear,0.954784,0.954784,Neck,0.8872145,0.8872145,Sleeve,0.8724505,0.8724505,Collar,0.83527654,0.83527654,Pink,0.8275856,0.8275856,Fashion design,0.8116762,0.8116762,Font,0.73707134,0.73707134,Clothes hanger,0.7370522,0.7370522,Magenta,0.73437154,0.73437154,Pattern,0.7335233,0.7335233
6924ce83dbd32c5a9678c29d2ec4cd8865f4b855afe3d752008d091d6bdf16fe_6ebf0ef4-e875-4b35-924e-e8431f40c137.jpg,Outerwear,0.95282805,0.95282805,Sleeve,0.8724505,0.8724505,Grey,0.84272003,0.84272003,Collar,0.8394412,0.8394412,Font,0.7625989,0.7625989,Electric blue,0.7502556,0.7502556,Magenta,0.73160124,0.73160124,Pattern,0.7251314,0.7251314,Fashion accessory,0.66856974,0.66856974,T-shirt,0.64742595,0.64742595
white-ceramic-mug-with-color-inside-dark-green-11-oz-front-66411bb510cbd.jpg,Drinkware,0.9418145,0.9418145,Flower,0.92846346,0.92846346,Dishware,0.92610407,0.92610407,Product,0.9077881,0.9077881,Plant,0.8946419,0.8946419,Rectangle,0.87883526,0.87883526,Serveware,0.8640174,0.8640174,Petal,0.84952635,0.84952635,Creative arts,0.829823,0.829823,Porcelain,0.80922663,0.80922663
premium-luster-photo-paper-poster-_in_-10x10-transparent-65e1f06b791e5.jpg,Flower,0.97018003,0.97018003,Plant,0.9484693,0.9484693,Petal,0.8974623,0.8974623,Flower Arranging,0.76908493,0.76908493,Magenta,0.7585047,0.7585047,Font,0.7484649,0.7484649,Bouquet,0.74168146,0.74168146,Artificial flower,0.73946816,0.73946816,Eyelash,0.72738963,0.72738963,Cut flowers,0.71327966,0.71327966
premium-luster-photo-paper-framed-poster-_in_-black-16x16-transparent-65717f5c55948.jpg,Flower,0.9575739,0.9575739,Plant,0.95293146,0.95293146,Petal,0.89892495,0.89892495,Sleeve,0.8724479,0.8724479,Orange,0.85871124,0.85871124,Art,0.8179057,0.8179057,Painting,0.7454312,0.7454312,Peach,0.71412826,0.71412826,Flowering plant,0.68838555,0.68838555,Fashion design,0.68049985,0.68049985
Big-Ideas-for-Curious-Minds2_fe4aa7aa-045f-4aef-96a4-0af87cc09614.jpg,Font,0.84660584,0.84660584,Art,0.8246771,0.8246771,Line,0.8165225,0.8165225,Pattern,0.7421871,0.7421871,Rectangle,0.7061642,0.7061642,Design,0.6854404,0.6854404,Electric blue,0.6664104,0.6664104,Screenshot,0.65511,0.65511,Graphics,0.6413241,0.6413241,Graphic design,0.6124234,0.6124234
yoga-mat-white-front-65dc6d47d57dd.jpg,Smile,0.95677555,0.95677555,yoga pant,0.9369582,0.9369582,Leg,0.91168356,0.91168356,Active pants,0.89678603,0.89678603,Sleeve,0.8724504,0.8724504,Waist,0.87014955,0.87014955,Knee,0.86368316,0.86368316,Thigh,0.8459943,0.8459943,Sportswear,0.8249326,0.8249326,Black hair,0.7930582,0.7930582
white-ceramic-mug-with-color-inside-dark-green-11-oz-right-66411bb510c73.jpg,Tableware,0.969252,0.969252,Plant,0.96151865,0.96151865,Drinkware,0.94634736,0.94634736,Dishware,0.9357433,0.9357433,Coffee cup,0.93128484,0.93128484,Product,0.90749705,0.90749705,Cup,0.906264,0.906264,Serveware,0.87559223,0.87559223,Porcelain,0.84052867,0.84052867,Font,0.8348669,0.8348669
